row,folder,file,d43_filename,d44_res,d44_plays,d44_dur>60,d45_size<30,d45_bitrate,d7_deadair,d6_hum,lufs,auto_status,E1_cap-covers-picture,E2_cap-not-split-synced,E3_cap-font-shrunk,E4_tofu-in-captions,E5_tofu-end-card,E8_tts-homograph,E9_narrator-quotes-kjv,E10_jesus-not-exact-kjv,E12_face-visible-where-withheld,E13_face-inconsistent,E14_caucasian-jesus,E15_halo-glow,E16_brown-mantle-variance,E17_wrong-limb-count,E18_duplicate-character,E19_look-drift,E20_trait-not-reading,E21_trait-caricature,E22_wrong-scale,E23_on-the-water,E24_direction-vs-narration,E25_action-wrong,E26_lighting-wrong-tod,E27_figure-out-of-place,E28_gore-wet-tears,E29_embodied-satan,E30_shame-no-mercy,E31_fear-closing-card,E32_child-in-peril,E33_not-10yo-safe,E34_style-drift,E35_ai-clip-in-stills,E36_gibberish-text,E37_modern-objects,E38_ref-portrait-collapse,E39_must-show-missing,E40_must-never-show-present,E41_verse-card-source,E42_closing-q-vs-seed,E46_narrator-not-plain,E47_not-carried-to-final-verse,E48_sacred-silence-missing
164,build-164-unity-of-faith,ephesians-4_unity-of-the-faith.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
165,build-165-laying-on-hands,acts-8_laying-on-of-hands.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
166,build-166-baptized-properly,acts-19_baptized-again-properly.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
167,build-167-chosen-ordained,john-15_chosen-and-ordained.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
168,build-168-born-water-spirit,john-3_born-of-water-and-spirit.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
169,build-169-fulfil-righteousness,matthew-3_fulfil-all-righteousness.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
170,build-170-sacrament-worthily,1corinthians-11_the-sacrament-worthily.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-16.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
171,build-171-baptized-for-the-dead,1-corinthians-15_baptized-for-the-dead.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
172,build-172-gospel-preached-to-the-dead,1-peter-4_gospel-preached-to-the-dead.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
173,build-173-dead-shall-hear,john-5_dead-shall-hear.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
174,build-174-hearts-of-the-fathers,malachi-4_hearts-of-the-fathers.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
175,build-175-mountain-of-the-lords-house,isaiah-2_mountain-of-the-lords-house.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-15.0),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
176,build-176-who-shall-ascend,psalm-24_who-shall-ascend.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
177,build-177-make-me-a-sanctuary,exodus-25_make-me-a-sanctuary.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
178,build-178-in-our-image,genesis-1_in-our-image.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
179,build-179-stephens-witness,acts-7_stephens-witness.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
180,build-180-before-i-formed-thee,jeremiah-1_before-i-formed-thee.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
181,build-181-morning-stars-sang,job-38_morning-stars-sang.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
182,build-182-spirit-returns-to-god,ecclesiastes-12_the-spirit-returns-to-god.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
183,build-183-sun-moon-and-stars,1corinthians-15_sun-moon-and-stars.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
184,build-184-third-heaven,2corinthians-12_caught-up-to-the-third-heaven.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
185,build-185-many-mansions-member,john-14_in-my-fathers-house.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
186,build-186-joint-heirs,romans-8_heirs-of-god.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
187,build-187-ye-are-gods,john-10_ye-are-gods.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.7),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
188,build-188-be-ye-therefore-perfect,matthew-5_be-ye-therefore-perfect.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-15.0),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
189,build-189-to-him-that-overcometh,revelation-3_to-him-that-overcometh.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
190,build-190-faith-without-works,james-2_faith-without-works.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
191,build-191-windows-of-heaven,malachi-3_windows-of-heaven.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
192,build-192-the-fast-god-has-chosen,isaiah-58_the-fast-god-has-chosen.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
193,build-193-the-comforter,john-14_the-comforter.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
194,build-194-fruit-of-the-spirit,galatians-5_fruit-of-the-spirit.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
195,build-195-prove-all-things,1thessalonians-5_prove-all-things.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
196,build-196-would-god-all-were-prophets,numbers-11_would-god-all-were-prophets.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.8),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
197,build-197-sons-and-daughters-prophesy,joel-2_sons-and-daughters-prophesy.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
198,build-198-ensign-for-the-nations,isaiah-11_ensign-for-the-nations.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
199,build-199-fishers-and-hunters,jeremiah-16_fishers-and-hunters.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
200,build-200-gospel-to-all-the-world,matthew-24_gospel-to-all-the-world.mp4,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS(-14.9),PASS,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES,EYES
